ip,prefix24,oblast,power_availability,normal_availability,itdk_202408_T,own_traceroute_intermediate,first_seen,last_seen,intermediate_observation_n,terminal_non_target_observation_n,target_address_observation_n,hop_position_min,hop_position_max,frozen_own_traceroute_intermediate,rebuilt_own_traceroute_intermediate,caida_itdk_202408_transit
77.121.25.86,77.121.25.0,Cherkasy Oblast,0.6542056074766355,0.7523364485981309,1,1,2024-06-22 09:38:04.000000,2025-01-09 13:33:39.000000,1957,1482,81,9.0,14.0,1,1,1
77.121.26.129,77.121.26.0,Khmelnytskyi Oblast,1.0,0.9941860465116279,1,1,2024-06-22 14:38:03.000000,2025-01-09 12:33:36.000000,636,436,75,10.0,14.0,1,1,1
77.121.26.131,77.121.26.0,Khmelnytskyi Oblast,1.0,0.9941860465116279,1,1,2024-06-22 12:37:51.000000,2025-01-09 01:33:37.000000,743,587,60,10.0,13.0,1,1,1
77.121.26.137,77.121.26.0,Khmelnytskyi Oblast,1.0,0.9883720930232558,1,1,2024-06-22 11:38:00.000000,2025-01-09 10:33:36.000000,733,722,73,10.0,15.0,1,1,1
77.121.26.139,77.121.26.0,Khmelnytskyi Oblast,1.0,0.9534883720930233,1,1,2024-06-22 23:33:33.000000,2025-01-09 14:33:35.000000,1081,629,84,10.0,14.0,1,1,1
77.121.26.141,77.121.26.0,Khmelnytskyi Oblast,1.0,0.9709302325581395,1,1,2024-06-22 17:38:17.000000,2025-01-09 14:33:36.000000,912,607,73,10.0,15.0,1,1,1
77.121.26.143,77.121.26.0,Khmelnytskyi Oblast,1.0,0.9825581395348837,1,1,2024-06-22 16:38:04.000000,2025-01-09 11:33:36.000000,577,713,76,10.0,15.0,1,1,1
77.121.26.145,77.121.26.0,Khmelnytskyi Oblast,1.0,0.9709302325581395,1,1,2024-06-22 09:37:54.000000,2025-01-09 14:33:36.000000,1166,818,60,10.0,14.0,1,1,1
77.121.26.147,77.121.26.0,Khmelnytskyi Oblast,1.0,0.9418604651162791,1,1,2024-06-22 08:37:47.000000,2025-01-09 07:34:15.000000,1131,1032,79,10.0,14.0,1,1,1
77.121.26.160,77.121.26.0,Khmelnytskyi Oblast,1.0,1.0,0,1,2024-06-22 21:33:32.000000,2025-01-09 08:33:40.000000,9076,174,64,8.0,32.0,1,1,0
77.121.26.161,77.121.26.0,Khmelnytskyi Oblast,1.0,1.0,1,1,2024-06-22 08:37:33.000000,2025-01-09 14:33:36.000000,8940,101730,67,9.0,32.0,1,1,1
77.121.26.163,77.121.26.0,Khmelnytskyi Oblast,0.9767441860465116,0.936046511627907,1,1,2024-06-22 08:37:33.000000,2025-01-09 14:33:36.000000,14162,100605,59,9.0,32.0,1,1,1
77.121.26.202,77.121.26.0,Khmelnytskyi Oblast,0.9534883720930233,0.9302325581395349,1,1,2024-08-08 21:33:39.000000,2024-09-26 08:33:40.000000,28,59,21,9.0,11.0,1,1,1
77.121.26.210,77.121.26.0,Khmelnytskyi Oblast,1.0,1.0,0,1,2024-08-01 05:33:40.000000,2024-09-28 22:33:39.000000,18,71,28,9.0,11.0,1,1,0
77.121.26.214,77.121.26.0,Khmelnytskyi Oblast,0.9767441860465116,0.9127906976744186,0,1,2024-08-02 09:33:39.000000,2024-09-26 22:33:38.000000,19,65,29,9.0,11.0,1,1,0
77.121.26.218,77.121.26.0,Khmelnytskyi Oblast,1.0,1.0,1,1,2024-08-02 07:33:39.000000,2024-09-29 20:33:40.000000,22,66,16,9.0,11.0,1,1,1
77.121.26.226,77.121.26.0,Khmelnytskyi Oblast,0.9534883720930233,0.9302325581395349,1,1,2024-06-22 08:37:32.000000,2025-01-09 14:33:35.000000,7602,13083,59,9.0,14.0,1,1,1
77.121.8.1,77.121.8.0,Poltava Oblast,0.9903846153846154,1.0,0,1,2024-08-01 17:33:40.000000,2025-01-09 10:33:42.000000,8804,182,66,10.0,32.0,1,1,0
77.121.8.16,77.121.8.0,Poltava Oblast,0.9903846153846154,0.9975961538461539,1,1,2024-06-22 08:37:46.000000,2025-01-09 14:33:42.000000,9934,8617,63,11.0,32.0,1,1,1
77.121.8.22,77.121.8.0,Poltava Oblast,1.0,1.0,1,1,2024-06-22 17:38:31.000000,2025-01-08 18:33:41.000000,39,77,78,11.0,14.0,1,1,1
77.121.8.242,77.121.8.0,Poltava Oblast,1.0,1.0,1,1,2024-06-22 08:37:46.000000,2025-01-09 14:33:42.000000,8984,7085,76,10.0,13.0,1,1,1
77.121.8.254,77.121.8.0,Poltava Oblast,1.0,1.0,1,1,2024-06-22 08:37:46.000000,2025-01-09 14:33:42.000000,7618,7611,73,10.0,13.0,1,1,1
77.121.80.193,77.121.80.0,Zaporizhzhia Oblast,1.0,1.0,1,1,2024-06-22 09:38:09.000000,2025-01-09 14:33:43.000000,374,8433,74,10.0,13.0,1,1,1
77.121.80.195,77.121.80.0,Zaporizhzhia Oblast,1.0,1.0,1,1,2024-06-22 08:37:48.000000,2025-01-09 14:33:43.000000,647,3762,62,10.0,13.0,1,1,1
77.121.80.199,77.121.80.0,Zaporizhzhia Oblast,1.0,1.0,1,1,2024-06-22 09:38:09.000000,2025-01-09 14:33:43.000000,30,4023,84,11.0,13.0,1,1,1
77.121.80.201,77.121.80.0,Zaporizhzhia Oblast,1.0,1.0,1,1,2024-06-22 12:38:07.000000,2025-01-09 13:33:42.000000,66,1988,67,11.0,13.0,1,1,1
77.121.80.203,77.121.80.0,Zaporizhzhia Oblast,1.0,1.0,1,1,2024-06-22 09:38:09.000000,2025-01-09 14:33:43.000000,136,6356,80,10.0,13.0,1,1,1
77.121.80.205,77.121.80.0,Zaporizhzhia Oblast,1.0,1.0,1,1,2024-06-22 08:37:48.000000,2025-01-09 14:33:43.000000,310,4097,74,10.0,13.0,1,1,1
77.121.80.207,77.121.80.0,Zaporizhzhia Oblast,1.0,1.0,1,1,2024-06-22 08:37:48.000000,2025-01-09 14:33:43.000000,184,10452,75,10.0,13.0,1,1,1
77.121.80.209,77.121.80.0,Zaporizhzhia Oblast,1.0,1.0,1,1,2024-06-22 08:37:48.000000,2025-01-09 14:33:43.000000,3565,23665,70,10.0,13.0,1,1,1
77.121.80.219,77.121.80.0,Zaporizhzhia Oblast,1.0,1.0,1,1,2024-06-22 10:38:07.000000,2025-01-09 14:33:43.000000,22,2051,76,10.0,13.0,1,1,1
77.121.80.221,77.121.80.0,Zaporizhzhia Oblast,1.0,1.0,0,1,2024-06-22 12:38:07.000000,2025-01-08 20:33:43.000000,270,191,63,12.0,15.0,1,1,0
77.121.80.225,77.121.80.0,Zaporizhzhia Oblast,1.0,1.0,0,1,2024-06-22 23:33:40.000000,2025-01-09 00:33:48.000000,65,77,69,12.0,14.0,1,1,0
77.121.80.229,77.121.80.0,Zaporizhzhia Oblast,1.0,1.0,1,1,2024-06-22 13:37:58.000000,2025-01-09 14:33:43.000000,728,374,69,12.0,14.0,1,1,1
77.121.80.249,77.121.80.0,Zaporizhzhia Oblast,1.0,1.0,0,1,2024-06-22 21:33:40.000000,2025-01-09 13:33:42.000000,595,136,72,12.0,14.0,1,1,0
77.121.96.151,77.121.96.0,Vinnytsia Oblast,0.45454545454545453,0.0,0,1,2024-06-22 12:38:07.000000,2024-07-21 20:33:41.000000,15,107,7,10.0,11.0,1,1,0
77.121.96.166,77.121.96.0,Vinnytsia Oblast,1.0,1.0,1,1,2024-06-22 08:37:49.000000,2025-01-09 14:33:43.000000,1907,7360,68,8.0,14.0,1,1,1
77.121.96.189,77.121.96.0,Vinnytsia Oblast,1.0,1.0,1,1,2024-06-22 08:37:49.000000,2025-01-09 14:33:43.000000,657,8385,61,8.0,14.0,1,1,1
77.121.96.191,77.121.96.0,Vinnytsia Oblast,0.45454545454545453,0.0,0,1,2024-06-22 08:37:49.000000,2024-07-21 22:33:41.000000,4,100,6,10.0,11.0,1,1,0
77.121.96.197,77.121.96.0,Vinnytsia Oblast,1.0,0.9545454545454546,0,1,2024-08-02 06:34:29.000000,2024-08-31 21:33:41.000000,2,0,10,9.0,13.0,1,1,0
77.121.96.198,77.121.96.0,Vinnytsia Oblast,1.0,1.0,1,1,2024-06-22 08:37:49.000000,2025-01-09 14:33:43.000000,2000,10403,80,8.0,27.0,1,1,1
77.52.180.153,77.52.180.0,Zakarpattia Oblast,1.0,1.0,1,1,2024-06-22 09:37:36.000000,2025-01-09 11:33:28.000000,2212,98,60,5.0,10.0,1,1,1
77.52.180.41,77.52.180.0,Dnipropetrovsk Oblast,1.0,0.9903846153846154,0,1,2024-06-22 09:37:36.000000,2025-01-09 09:33:27.000000,77,70,80,5.0,16.0,1,1,0
77.52.181.173,77.52.181.0,Dnipropetrovsk Oblast,1.0,0.9807692307692307,1,1,2024-06-22 11:37:42.000000,2025-01-09 05:33:28.000000,76,87,76,5.0,11.0,1,1,1
77.52.182.85,77.52.182.0,Dnipropetrovsk Oblast,1.0,0.9903846153846154,0,1,2024-07-01 23:33:24.000000,2025-01-08 18:33:26.000000,45,84,44,5.0,8.0,1,1,0
77.52.183.121,77.52.183.0,Dnipropetrovsk Oblast,1.0,0.9807692307692307,1,1,2024-06-22 08:37:07.000000,2025-01-09 14:33:27.000000,16293,226,80,5.0,11.0,1,1,1
77.52.183.122,77.52.183.0,Dnipropetrovsk Oblast,1.0,1.0,1,1,2024-06-22 08:37:07.000000,2025-01-09 14:33:27.000000,15572,700,70,6.0,13.0,1,1,1
77.52.183.141,77.52.183.0,Mykolaiv Oblast,0.9473684210526315,0.9605263157894737,1,1,2024-06-22 10:37:32.000000,2025-01-09 06:33:28.000000,487,198,74,5.0,12.0,1,1,1
77.52.183.142,77.52.183.0,Mykolaiv Oblast,1.0,0.9868421052631579,0,1,2024-06-22 08:37:16.000000,2025-01-09 06:33:28.000000,77,267,68,6.0,13.0,1,1,0
77.52.183.197,77.52.183.0,Dnipropetrovsk Oblast,1.0,1.0,0,1,2024-06-23 06:33:24.000000,2025-01-07 14:33:28.000000,61,70,76,5.0,8.0,1,1,0
77.52.187.26,77.52.187.0,Odesa Oblast,0.9666666666666667,1.0,0,1,2024-06-22 15:37:33.000000,2025-01-09 08:33:32.000000,48,41,81,7.0,15.0,1,1,0
77.52.188.113,77.52.188.0,Zakarpattia Oblast,1.0,1.0,0,1,2024-06-23 01:33:24.000000,2025-01-08 21:33:28.000000,76,71,81,5.0,8.0,1,1,0
77.52.189.165,77.52.189.0,Dnipropetrovsk Oblast,0.9615384615384616,0.9807692307692307,0,1,2024-06-24 11:33:25.000000,2025-01-09 09:33:27.000000,43,85,59,5.0,8.0,1,1,0
77.52.189.213,77.52.189.0,Odesa Oblast,0.9666666666666667,1.0,0,1,2024-06-22 12:37:33.000000,2025-01-09 02:33:31.000000,47,65,64,5.0,8.0,1,1,0
77.52.189.249,77.52.189.0,Dnipropetrovsk Oblast,0.9615384615384616,0.9903846153846154,0,1,2024-06-22 11:37:43.000000,2025-01-09 03:33:32.000000,63,66,73,5.0,10.0,1,1,0
77.52.191.141,77.52.191.0,Dnipropetrovsk Oblast,1.0,1.0,1,1,2024-06-22 09:02:21.000000,2025-01-09 14:52:35.000000,2136,11534,62,5.0,12.0,1,1,1
77.52.191.142,77.52.191.0,Dnipropetrovsk Oblast,1.0,1.0,0,1,2024-06-23 10:33:24.000000,2025-01-09 11:52:47.000000,113,165,74,6.0,13.0,1,1,0
77.52.191.169,77.52.191.0,Zakarpattia Oblast,1.0,1.0,1,1,2024-06-22 19:37:42.000000,2025-01-09 14:33:27.000000,64,59,71,5.0,12.0,1,1,1
77.52.191.181,77.52.191.0,Dnipropetrovsk Oblast,1.0,1.0,1,1,2024-06-22 09:01:24.000000,2025-01-09 14:51:49.000000,57068,3398,73,5.0,12.0,1,1,1
77.52.191.182,77.52.191.0,Dnipropetrovsk Oblast,1.0,1.0,1,1,2024-06-22 09:01:24.000000,2025-01-09 14:51:49.000000,6362,54540,57,6.0,11.0,1,1,1
77.52.191.237,77.52.191.0,Dnipropetrovsk Oblast,1.0,1.0,1,1,2024-06-23 11:33:25.000000,2025-01-09 12:33:27.000000,32,67,72,5.0,13.0,1,1,1
77.52.191.253,77.52.191.0,Dnipropetrovsk Oblast,1.0,0.9615384615384616,0,1,2024-06-22 23:33:25.000000,2025-01-09 07:34:05.000000,42,86,70,5.0,12.0,1,1,0
77.52.192.93,77.52.192.0,Dnipropetrovsk Oblast,1.0,0.9903846153846154,0,1,2024-06-22 18:37:39.000000,2025-01-08 22:33:26.000000,49,66,65,5.0,8.0,1,1,0
77.52.193.145,77.52.193.0,Zakarpattia Oblast,1.0,1.0,0,1,2024-06-24 21:33:24.000000,2025-01-08 03:33:43.000000,37,69,80,5.0,9.0,1,1,0
77.52.193.157,77.52.193.0,Dnipropetrovsk Oblast,0.9615384615384616,0.9903846153846154,0,1,2024-06-23 00:33:24.000000,2025-01-09 08:33:32.000000,63,72,62,5.0,9.0,1,1,0
77.52.193.165,77.52.193.0,Zaporizhzhia Oblast,1.0,0.96875,0,1,2024-06-23 01:33:24.000000,2025-01-08 17:33:29.000000,65,79,73,5.0,8.0,1,1,0
77.52.193.17,77.52.193.0,Dnipropetrovsk Oblast,0.9615384615384616,0.9807692307692307,0,1,2024-06-22 23:33:25.000000,2025-01-09 13:33:26.000000,36,103,69,5.0,10.0,1,1,0
77.52.193.197,77.52.193.0,Sumy Oblast,0.8571428571428571,0.9642857142857143,1,1,2024-06-22 10:37:32.000000,2025-01-09 07:34:06.000000,518,220,73,5.0,11.0,1,1,1
77.52.193.21,77.52.193.0,Dnipropetrovsk Oblast,1.0,0.9807692307692307,0,1,2024-06-23 14:33:25.000000,2025-01-09 08:33:32.000000,64,70,79,5.0,14.0,1,1,0
77.52.193.229,77.52.193.0,Dnipropetrovsk Oblast,0.9615384615384616,1.0,0,1,2024-06-24 06:33:25.000000,2025-01-09 05:33:29.000000,49,55,76,5.0,14.0,1,1,0
77.52.194.121,77.52.194.0,Kyiv Oblast,1.0,1.0,1,1,2024-06-22 09:02:14.000000,2025-01-09 13:52:41.000000,12471,980,61,5.0,12.0,1,1,1
77.52.194.122,77.52.194.0,Kyiv Oblast,0.9090909090909091,1.0,1,1,2024-06-22 09:02:14.000000,2025-01-09 14:52:29.000000,10376,12272,71,6.0,14.0,1,1,1
77.52.194.189,77.52.194.0,Cherkasy Oblast,0.9813084112149533,1.0,1,1,2024-06-22 09:02:21.000000,2025-01-09 14:52:35.000000,12410,1566,80,5.0,12.0,1,1,1
77.52.194.190,77.52.194.0,Cherkasy Oblast,0.9719626168224299,0.9883177570093458,1,1,2024-06-22 09:02:21.000000,2025-01-09 14:52:35.000000,2218,10438,70,7.0,13.0,1,1,1
77.52.194.233,77.52.194.0,Zakarpattia Oblast,1.0,1.0,1,1,2024-06-24 10:33:24.000000,2025-01-08 13:33:27.000000,60,70,66,6.0,12.0,1,1,1
77.52.194.253,77.52.194.0,Dnipropetrovsk Oblast,1.0,1.0,1,1,2024-06-22 16:37:46.000000,2025-01-09 06:33:28.000000,34,80,72,5.0,8.0,1,1,1
