ip,prefix24,oblast,power_availability,normal_availability,itdk_202408_T,own_traceroute_intermediate,first_seen,last_seen,intermediate_observation_n,terminal_non_target_observation_n,target_address_observation_n,hop_position_min,hop_position_max,frozen_own_traceroute_intermediate,rebuilt_own_traceroute_intermediate,caida_itdk_202408_transit
109.162.59.253,109.162.59.0,Dnipropetrovsk Oblast,0.8846153846153846,0.8653846153846154,1,1,2024-06-22 08:50:07.000000,2025-01-09 14:42:12.000000,740,3888,75,5.0,22.0,1,1,1
109.162.61.252,109.162.61.0,Dnipropetrovsk Oblast,0.7307692307692307,0.7596153846153846,1,1,2024-06-22 08:50:07.000000,2025-01-09 14:42:12.000000,1059,4089,85,5.0,26.0,1,1,1
109.162.61.253,109.162.61.0,Dnipropetrovsk Oblast,0.8846153846153846,0.9230769230769231,1,1,2024-06-22 08:50:07.000000,2025-01-09 12:42:13.000000,1166,3873,82,5.0,25.0,1,1,1
109.162.62.252,109.162.62.0,Dnipropetrovsk Oblast,0.9615384615384616,0.9615384615384616,1,1,2024-06-22 08:50:07.000000,2025-01-09 12:42:13.000000,350,4117,101,5.0,28.0,1,1,1
109.162.62.253,109.162.62.0,Dnipropetrovsk Oblast,1.0,0.9326923076923077,1,1,2024-06-22 08:50:07.000000,2025-01-09 14:42:12.000000,325,4369,77,5.0,21.0,1,1,1
109.162.63.252,109.162.63.0,Dnipropetrovsk Oblast,0.7692307692307693,0.5384615384615384,1,1,2024-06-22 08:50:07.000000,2025-01-09 12:42:13.000000,1575,3528,64,5.0,29.0,1,1,1
109.162.63.253,109.162.63.0,Dnipropetrovsk Oblast,0.9230769230769231,0.8269230769230769,1,1,2024-06-22 08:50:07.000000,2025-01-09 14:42:12.000000,1675,3455,73,5.0,26.0,1,1,1
109.162.65.252,109.162.65.0,Kyiv Oblast,1.0,0.946969696969697,1,1,2024-06-22 08:50:07.000000,2025-01-09 14:42:12.000000,1619,10123,69,5.0,29.0,1,1,1
109.162.65.253,109.162.65.0,Kyiv Oblast,0.9696969696969697,0.9545454545454546,1,1,2024-06-22 08:50:07.000000,2025-01-09 14:42:12.000000,1751,10064,63,5.0,27.0,1,1,1
109.162.68.253,109.162.68.0,Poltava Oblast,0.9519230769230769,0.90625,1,1,2024-06-22 08:50:07.000000,2025-01-09 14:42:12.000000,1084,4455,61,5.0,28.0,1,1,1
109.162.73.252,109.162.73.0,Kyiv Oblast,0.9393939393939394,0.9545454545454546,1,1,2024-06-22 08:50:07.000000,2025-01-09 13:42:14.000000,1649,10102,81,5.0,25.0,1,1,1
109.162.73.253,109.162.73.0,Kyiv Oblast,0.9393939393939394,0.9242424242424242,1,1,2024-06-22 08:50:07.000000,2025-01-09 14:42:12.000000,1946,9769,75,5.0,20.0,1,1,1
109.162.74.252,109.162.74.0,Zhytomyr Oblast,1.0,1.0,1,1,2024-06-22 08:50:07.000000,2025-01-09 14:42:13.000000,876,5133,87,5.0,25.0,1,1,1
109.162.74.253,109.162.74.0,Zhytomyr Oblast,1.0,0.875,1,1,2024-06-22 09:50:28.000000,2025-01-09 14:42:13.000000,670,5165,72,5.0,26.0,1,1,1
109.162.75.252,109.162.75.0,Kyiv Oblast,0.8484848484848485,0.8560606060606061,1,1,2024-06-22 08:50:07.000000,2025-01-09 13:42:15.000000,1274,4494,73,5.0,18.0,1,1,1
109.162.75.253,109.162.75.0,Kyiv Oblast,0.8787878787878788,0.8257575757575758,1,1,2024-06-22 08:50:07.000000,2025-01-09 13:42:15.000000,835,5060,67,5.0,14.0,1,1,1
109.162.77.253,109.162.77.0,Chernihiv Oblast,0.9166666666666666,0.7916666666666666,1,1,2024-06-22 08:50:07.000000,2025-01-09 14:42:13.000000,1198,4324,80,5.0,30.0,1,1,1
109.162.79.252,109.162.79.0,Kyiv Oblast,1.0,0.946969696969697,1,1,2024-06-22 08:50:08.000000,2025-01-09 14:42:13.000000,640,5316,87,5.0,28.0,1,1,1
109.162.79.253,109.162.79.0,Kyiv Oblast,1.0,0.9242424242424242,1,1,2024-06-22 08:50:08.000000,2025-01-09 14:42:13.000000,590,5244,92,5.0,32.0,1,1,1
109.162.83.252,109.162.83.0,Sumy Oblast,0.42857142857142855,0.5357142857142857,1,1,2024-06-22 08:50:08.000000,2025-01-09 14:42:13.000000,5307,16238,74,5.0,30.0,1,1,1
109.162.83.253,109.162.83.0,Sumy Oblast,0.5714285714285714,0.4642857142857143,1,1,2024-06-22 08:50:08.000000,2025-01-09 14:42:13.000000,4974,17282,87,5.0,24.0,1,1,1
109.162.87.252,109.162.87.0,Sumy Oblast,0.0,0.21428571428571427,0,1,2024-09-14 02:41:25.000000,2025-01-09 14:42:13.000000,1492,4466,47,5.0,26.0,1,1,0
109.162.87.253,109.162.87.0,Sumy Oblast,0.8571428571428571,0.8928571428571429,1,1,2024-06-22 08:50:08.000000,2025-01-09 14:42:13.000000,3157,12580,82,5.0,20.0,1,1,1
109.162.89.252,109.162.89.0,Sumy Oblast,0.0,0.21428571428571427,0,1,2024-09-09 13:41:24.000000,2025-01-09 14:42:13.000000,1445,4693,47,5.0,23.0,1,1,0
109.162.89.253,109.162.89.0,Sumy Oblast,1.0,0.8571428571428571,1,1,2024-06-22 08:50:08.000000,2025-01-09 13:42:15.000000,3926,11988,64,5.0,30.0,1,1,1
109.162.90.252,109.162.90.0,Poltava Oblast,0.8269230769230769,0.6754807692307693,1,1,2024-06-22 08:50:08.000000,2025-01-09 14:42:13.000000,911,4936,83,5.0,20.0,1,1,1
109.162.90.253,109.162.90.0,Poltava Oblast,0.8076923076923077,0.6538461538461539,1,1,2024-06-22 08:50:08.000000,2025-01-09 13:42:15.000000,1104,4675,62,5.0,22.0,1,1,1
109.162.92.252,109.162.92.0,Kirovohrad Oblast,0.6666666666666666,0.041666666666666664,0,1,2024-06-22 09:50:28.000000,2024-07-22 00:41:30.000000,49,810,7,8.0,19.0,1,1,0
109.162.92.253,109.162.92.0,Kirovohrad Oblast,0.6666666666666666,0.041666666666666664,0,1,2024-06-22 08:50:08.000000,2024-07-21 23:41:27.000000,29,886,10,8.0,14.0,1,1,0
109.162.93.253,109.162.93.0,Poltava Oblast,0.9615384615384616,0.9134615384615384,1,1,2024-06-22 08:50:08.000000,2025-01-09 12:42:15.000000,617,5384,72,5.0,25.0,1,1,1
109.162.94.253,109.162.94.0,Poltava Oblast,0.9711538461538461,0.028846153846153848,0,1,2024-06-22 08:50:08.000000,2024-07-22 01:41:21.000000,64,1710,9,8.0,10.0,1,1,0
109.162.95.252,109.162.95.0,Kirovohrad Oblast,0.0,0.027777777777777776,0,1,2024-09-09 05:41:26.000000,2025-01-09 14:42:14.000000,368,2799,40,5.0,20.0,1,1,0
109.162.95.253,109.162.95.0,Kirovohrad Oblast,0.9629629629629629,0.9212962962962963,1,1,2024-06-22 08:50:08.000000,2025-01-09 14:42:14.000000,1105,7012,76,5.0,25.0,1,1,1
109.196.178.2,109.196.178.0,Kirovohrad Oblast,1.0,0.9814814814814815,1,1,2024-06-22 08:50:09.000000,2025-01-09 14:52:07.000000,1891,12479,63,8.0,32.0,1,1,1
109.207.200.13,109.207.200.0,Kyiv Oblast,0.9393939393939394,0.9318181818181818,0,1,2024-07-04 03:41:29.000000,2025-01-08 19:42:17.000000,46,0,69,5.0,25.0,1,1,0
109.207.200.14,109.207.200.0,Kyiv Oblast,0.0,0.8106060606060606,0,1,2024-08-02 00:41:31.000000,2024-08-26 23:41:33.000000,1,0,5,9.0,9.0,1,1,0
109.207.200.169,109.207.200.0,Kyiv Oblast,0.9696969696969697,0.9242424242424242,0,1,2024-06-24 12:41:31.000000,2025-01-03 23:42:13.000000,61,0,61,6.0,25.0,1,1,0
109.207.200.33,109.207.200.0,Kyiv Oblast,0.9090909090909091,0.9242424242424242,1,1,2024-06-24 03:41:31.000000,2025-01-09 10:42:23.000000,126,63,83,6.0,19.0,1,1,1
109.207.200.49,109.207.200.0,Kyiv Oblast,0.9393939393939394,0.9318181818181818,1,1,2024-06-22 08:40:40.000000,2025-01-09 14:35:26.000000,76950,67398,78,6.0,24.0,1,1,1
109.207.200.50,109.207.200.0,Kyiv Oblast,0.8787878787878788,0.07575757575757576,0,1,2024-06-23 03:41:28.000000,2024-07-28 12:41:28.000000,2933,2548,14,10.0,14.0,1,1,0
109.207.200.51,109.207.200.0,Kyiv Oblast,0.06060606060606061,0.9242424242424242,1,1,2024-07-27 10:35:21.000000,2025-01-09 14:35:26.000000,23746,20973,57,7.0,17.0,1,1,1
109.207.200.52,109.207.200.0,Kyiv Oblast,0.0,0.022727272727272728,0,1,2024-06-22 08:40:40.000000,2024-06-24 16:35:23.000000,229,199,0,10.0,11.0,1,1,0
109.207.206.25,109.207.206.0,Kyiv Oblast,0.9696969696969697,0.8712121212121212,1,1,2024-06-22 09:50:33.000000,2025-01-09 00:43:16.000000,401,2,62,6.0,23.0,1,1,1
109.227.86.12,109.227.86.0,Cherkasy Oblast,0.21495327102803738,0.8130841121495327,0,1,2024-09-04 14:41:41.000000,2024-09-24 11:41:30.000000,1,1,10,8.0,16.0,1,1,0
109.86.223.172,109.86.223.0,Sumy Oblast,1.0,0.9285714285714286,1,1,2024-06-22 08:53:51.000000,2025-01-09 13:41:49.000000,23852,4059,105,7.0,30.0,1,1,1
109.87.213.126,109.87.213.0,Dnipropetrovsk Oblast,0.6923076923076923,0.7307692307692307,0,1,2024-09-01 15:41:09.000000,2025-01-09 06:42:05.000000,57,23,74,7.0,32.0,1,1,0
109.87.213.78,109.87.213.0,Dnipropetrovsk Oblast,0.9230769230769231,0.8846153846153846,0,1,2024-06-23 09:41:09.000000,2025-01-08 23:42:00.000000,40,37,77,9.0,30.0,1,1,0
109.87.213.91,109.87.213.0,Dnipropetrovsk Oblast,1.0,0.875,0,1,2024-06-23 09:41:09.000000,2025-01-09 07:41:32.000000,197,7,71,7.0,27.0,1,1,0
130.0.32.152,130.0.32.0,Odesa Oblast,0.03333333333333333,0.058333333333333334,0,1,2024-08-09 18:40:45.000000,2024-08-10 03:42:08.000000,1,1,1,11.0,12.0,1,1,0
130.0.32.19,130.0.32.0,Odesa Oblast,0.16666666666666666,0.20833333333333334,0,1,2024-08-16 08:48:26.000000,2024-08-17 11:42:11.000000,1,1,1,11.0,12.0,1,1,0
130.0.34.94,130.0.34.0,Odesa Oblast,0.1,0.016666666666666666,0,1,2024-08-01 05:42:11.000000,2024-08-25 11:42:10.000000,1,2,5,11.0,22.0,1,1,0
130.0.35.211,130.0.35.0,Odesa Oblast,0.26666666666666666,0.24166666666666667,0,1,2024-07-03 22:42:24.000000,2024-07-26 20:42:11.000000,1,1,5,11.0,17.0,1,1,0
130.0.45.56,130.0.45.0,Odesa Oblast,0.3333333333333333,0.39166666666666666,0,1,2024-07-13 23:42:11.000000,2024-07-27 13:40:46.000000,2,2,3,11.0,17.0,1,1,0
130.0.52.35,130.0.52.0,Odesa Oblast,0.4,0.15833333333333333,0,1,2024-12-14 07:43:03.000000,2025-01-09 07:52:39.000000,13,22,7,11.0,21.0,1,1,0
130.0.53.111,130.0.53.0,Odesa Oblast,0.06666666666666667,0.20833333333333334,0,1,2024-11-03 16:42:09.000000,2024-12-15 21:43:01.000000,3,34,5,11.0,13.0,1,1,0
130.0.53.209,130.0.53.0,Odesa Oblast,0.23333333333333334,0.275,0,1,2024-12-01 06:42:50.000000,2024-12-31 13:42:55.000000,1,9,6,12.0,15.0,1,1,0
130.0.55.98,130.0.55.0,Odesa Oblast,0.2,0.016666666666666666,0,1,2024-11-05 23:42:12.000000,2024-11-18 17:31:13.000000,1,3,6,12.0,13.0,1,1,0
134.249.103.252,134.249.103.0,Dnipropetrovsk Oblast,0.9615384615384616,0.9903846153846154,1,1,2024-06-22 08:50:42.000000,2025-01-09 14:43:10.000000,3251,18101,89,5.0,30.0,1,1,1
134.249.103.253,134.249.103.0,Dnipropetrovsk Oblast,1.0,0.9903846153846154,1,1,2024-06-22 08:50:42.000000,2025-01-09 14:43:10.000000,2427,20272,87,5.0,32.0,1,1,1
134.249.109.125,134.249.109.0,Chernihiv Oblast,1.0,1.0,1,1,2024-06-22 09:51:20.000000,2025-01-09 12:43:11.000000,174,3322,93,5.0,30.0,1,1,1
134.249.109.252,134.249.109.0,Chernihiv Oblast,0.0,0.22916666666666666,0,1,2024-09-10 09:42:21.000000,2025-01-09 14:43:10.000000,37,1339,44,5.0,28.0,1,1,0
134.249.109.253,134.249.109.0,Chernihiv Oblast,1.0,0.9791666666666666,1,1,2024-06-22 09:51:20.000000,2025-01-09 09:43:10.000000,114,3282,96,5.0,32.0,1,1,1
134.249.110.124,134.249.110.0,Zakarpattia Oblast,1.0,1.0,1,1,2024-06-22 08:50:43.000000,2025-01-09 14:43:10.000000,407,3198,65,5.0,27.0,1,1,1
134.249.110.125,134.249.110.0,Zakarpattia Oblast,1.0,1.0,1,1,2024-06-22 08:50:43.000000,2025-01-09 13:43:12.000000,160,3456,87,5.0,31.0,1,1,1
134.249.110.188,134.249.110.0,Zakarpattia Oblast,1.0,1.0,1,1,2024-06-22 10:51:19.000000,2025-01-09 10:43:13.000000,284,1260,86,5.0,23.0,1,1,1
134.249.110.189,134.249.110.0,Zakarpattia Oblast,0.8888888888888888,0.9444444444444444,1,1,2024-06-22 17:52:20.000000,2025-01-09 13:43:12.000000,196,1208,90,5.0,22.0,1,1,1
134.249.110.253,134.249.110.0,Zakarpattia Oblast,0.8888888888888888,0.9444444444444444,1,1,2024-06-22 09:51:20.000000,2025-01-09 07:44:54.000000,18,1727,84,5.0,31.0,1,1,1
134.249.111.124,134.249.111.0,Dnipropetrovsk Oblast,1.0,0.9711538461538461,1,1,2024-06-22 09:51:20.000000,2025-01-09 14:43:10.000000,161,3139,53,5.0,31.0,1,1,1
134.249.111.125,134.249.111.0,Dnipropetrovsk Oblast,0.9615384615384616,0.9615384615384616,1,1,2024-06-22 08:50:43.000000,2025-01-09 10:43:13.000000,241,3050,67,5.0,27.0,1,1,1
134.249.111.252,134.249.111.0,Dnipropetrovsk Oblast,1.0,0.9807692307692307,1,1,2024-06-22 08:50:43.000000,2025-01-09 10:43:13.000000,41,2377,91,5.0,28.0,1,1,1
134.249.111.253,134.249.111.0,Dnipropetrovsk Oblast,1.0,0.9903846153846154,1,1,2024-06-22 09:51:20.000000,2025-01-09 14:43:10.000000,48,2313,76,5.0,27.0,1,1,1
134.249.112.253,134.249.112.0,Volyn Oblast,0.963302752293578,0.9793577981651376,1,1,2024-06-22 08:50:43.000000,2025-01-09 13:43:12.000000,535,6088,65,5.0,24.0,1,1,1
134.249.113.253,134.249.113.0,Chernihiv Oblast,0.9166666666666666,1.0,1,1,2024-06-22 08:50:43.000000,2025-01-09 14:43:10.000000,501,5207,85,5.0,31.0,1,1,1
134.249.114.252,134.249.114.0,Dnipropetrovsk Oblast,1.0,1.0,1,1,2024-06-22 08:50:43.000000,2025-01-09 14:43:10.000000,230,5310,62,5.0,31.0,1,1,1
134.249.114.253,134.249.114.0,Dnipropetrovsk Oblast,1.0,1.0,1,1,2024-06-22 09:51:20.000000,2025-01-09 14:43:10.000000,440,5240,100,5.0,29.0,1,1,1
134.249.115.252,134.249.115.0,Zaporizhzhia Oblast,0.875,0.96875,1,1,2024-06-22 08:50:43.000000,2025-01-09 12:43:12.000000,449,5106,75,5.0,27.0,1,1,1
134.249.115.253,134.249.115.0,Zaporizhzhia Oblast,1.0,0.9375,1,1,2024-06-22 08:50:43.000000,2025-01-09 14:43:11.000000,463,5102,91,5.0,27.0,1,1,1
134.249.119.252,134.249.119.0,Lviv Oblast,1.0,0.9583333333333334,1,1,2024-06-22 08:50:43.000000,2025-01-09 14:43:11.000000,1416,25762,68,5.0,22.0,1,1,1
134.249.119.253,134.249.119.0,Lviv Oblast,1.0,0.9583333333333334,1,1,2024-06-22 08:50:43.000000,2025-01-09 14:43:11.000000,1315,25943,75,5.0,29.0,1,1,1
134.249.131.252,134.249.131.0,Dnipropetrovsk Oblast,0.9230769230769231,0.8846153846153846,1,1,2024-06-22 08:50:43.000000,2025-01-09 14:43:11.000000,3162,22692,88,5.0,32.0,1,1,1
134.249.131.253,134.249.131.0,Dnipropetrovsk Oblast,0.9230769230769231,0.9038461538461539,1,1,2024-06-22 08:50:43.000000,2025-01-09 14:43:11.000000,3483,22116,120,5.0,31.0,1,1,1
134.249.135.252,134.249.135.0,Zaporizhzhia Oblast,0.875,0.9375,1,1,2024-06-22 08:50:43.000000,2025-01-09 14:43:11.000000,1671,24068,106,5.0,28.0,1,1,1
134.249.135.253,134.249.135.0,Zaporizhzhia Oblast,1.0,0.9375,1,1,2024-06-22 08:50:43.000000,2025-01-09 14:43:11.000000,2144,23159,102,5.0,24.0,1,1,1
134.249.139.252,134.249.139.0,Dnipropetrovsk Oblast,1.0,0.9807692307692307,1,1,2024-06-22 09:51:22.000000,2025-01-09 14:43:12.000000,913,10321,94,5.0,28.0,1,1,1
134.249.139.253,134.249.139.0,Dnipropetrovsk Oblast,0.9615384615384616,0.9615384615384616,1,1,2024-06-22 08:50:43.000000,2025-01-09 14:43:12.000000,1113,10873,90,5.0,26.0,1,1,1
134.249.141.252,134.249.141.0,Lviv Oblast,1.0,0.9583333333333334,1,1,2024-06-22 08:50:43.000000,2025-01-09 14:43:12.000000,634,13790,85,5.0,23.0,1,1,1
134.249.141.253,134.249.141.0,Lviv Oblast,1.0,0.9166666666666666,1,1,2024-06-22 09:51:22.000000,2025-01-09 14:43:12.000000,865,13830,76,5.0,28.0,1,1,1
134.249.143.252,134.249.143.0,Odesa Oblast,0.9333333333333333,0.9833333333333333,1,1,2024-06-22 08:50:44.000000,2025-01-09 14:43:12.000000,504,12937,84,5.0,26.0,1,1,1
134.249.143.253,134.249.143.0,Odesa Oblast,0.9333333333333333,0.9666666666666667,1,1,2024-06-22 08:50:43.000000,2025-01-09 14:43:12.000000,426,12985,90,5.0,28.0,1,1,1
134.249.147.252,134.249.147.0,Zhytomyr Oblast,0.75,0.75,1,1,2024-06-22 08:50:44.000000,2025-01-09 14:43:12.000000,1655,12458,78,5.0,28.0,1,1,1
134.249.147.253,134.249.147.0,Zhytomyr Oblast,0.75,0.75,1,1,2024-06-22 08:50:44.000000,2025-01-09 14:43:12.000000,1925,11346,107,5.0,25.0,1,1,1
134.249.148.252,134.249.148.0,Poltava Oblast,0.0,0.038461538461538464,0,1,2024-09-09 04:42:17.000000,2025-01-09 14:43:12.000000,403,3362,36,5.0,22.0,1,1,0
134.249.148.253,134.249.148.0,Poltava Oblast,0.9615384615384616,0.9711538461538461,1,1,2024-06-22 08:50:44.000000,2025-01-09 13:43:13.000000,917,8626,84,5.0,30.0,1,1,1
134.249.149.252,134.249.149.0,Dnipropetrovsk Oblast,0.9615384615384616,0.9326923076923077,1,1,2024-06-22 09:51:23.000000,2025-01-09 14:43:12.000000,485,6023,69,5.0,29.0,1,1,1
134.249.149.253,134.249.149.0,Dnipropetrovsk Oblast,0.9615384615384616,0.9615384615384616,1,1,2024-06-22 08:50:44.000000,2025-01-09 12:43:13.000000,818,5775,96,5.0,24.0,1,1,1
134.249.151.252,134.249.151.0,Zakarpattia Oblast,0.5555555555555556,0.5833333333333334,1,1,2024-06-22 10:51:21.000000,2025-01-09 14:43:12.000000,1847,5156,70,5.0,26.0,1,1,1
134.249.151.253,134.249.151.0,Zakarpattia Oblast,0.3333333333333333,0.5277777777777778,1,1,2024-06-22 08:50:44.000000,2025-01-09 14:43:12.000000,988,5730,85,5.0,26.0,1,1,1
134.249.152.253,134.249.152.0,Chernihiv Oblast,1.0,0.9791666666666666,1,1,2024-06-22 08:50:44.000000,2025-01-09 13:43:14.000000,268,6138,96,5.0,32.0,1,1,1
134.249.153.252,134.249.153.0,Khmelnytskyi Oblast,0.9069767441860465,0.9244186046511628,1,1,2024-06-22 08:50:44.000000,2025-01-09 14:43:12.000000,548,6575,86,5.0,27.0,1,1,1
134.249.153.253,134.249.153.0,Khmelnytskyi Oblast,0.8604651162790697,0.877906976744186,1,1,2024-06-22 11:51:49.000000,2025-01-09 14:43:12.000000,792,6007,86,5.0,26.0,1,1,1
134.249.154.252,134.249.154.0,Rivne Oblast,0.5,0.5,1,1,2024-06-22 09:51:23.000000,2025-01-09 14:43:12.000000,1463,5573,80,5.0,32.0,1,1,1
134.249.154.253,134.249.154.0,Rivne Oblast,0.25,0.8125,1,1,2024-06-22 08:50:44.000000,2025-01-09 13:43:14.000000,895,5812,81,5.0,24.0,1,1,1
134.249.155.252,134.249.155.0,Sumy Oblast,0.8571428571428571,1.0,1,1,2024-06-22 09:51:23.000000,2025-01-09 14:43:12.000000,418,6023,65,5.0,25.0,1,1,1
134.249.155.253,134.249.155.0,Sumy Oblast,0.8571428571428571,0.9642857142857143,1,1,2024-06-22 09:51:23.000000,2025-01-09 14:43:12.000000,461,6369,89,5.0,23.0,1,1,1
134.249.156.252,134.249.156.0,Poltava Oblast,0.9519230769230769,0.9519230769230769,1,1,2024-06-22 09:51:23.000000,2025-01-09 14:43:12.000000,585,5870,76,5.0,21.0,1,1,1
134.249.156.253,134.249.156.0,Poltava Oblast,0.9519230769230769,0.9423076923076923,1,1,2024-06-22 09:51:23.000000,2025-01-09 14:43:12.000000,657,5821,68,5.0,25.0,1,1,1
134.249.157.253,134.249.157.0,Mykolaiv Oblast,1.0,1.0,1,1,2024-06-22 09:51:23.000000,2025-01-09 09:43:12.000000,119,4449,64,5.0,30.0,1,1,1
134.249.159.253,134.249.159.0,Volyn Oblast,0.9388379204892966,0.9617737003058104,1,1,2024-06-22 09:51:23.000000,2025-01-09 14:43:12.000000,668,6023,81,5.0,24.0,1,1,1
134.249.160.124,134.249.160.0,Sumy Oblast,0.0,0.25,0,1,2024-09-09 09:42:23.000000,2025-01-09 14:43:12.000000,152,1513,36,5.0,30.0,1,1,0
134.249.160.125,134.249.160.0,Sumy Oblast,1.0,1.0,1,1,2024-06-22 08:50:44.000000,2025-01-09 14:43:12.000000,407,3597,78,5.0,29.0,1,1,1
134.249.160.252,134.249.160.0,Sumy Oblast,1.0,1.0,1,1,2024-06-22 11:51:50.000000,2025-01-09 13:43:14.000000,33,2383,81,5.0,27.0,1,1,1
134.249.162.124,134.249.162.0,Dnipropetrovsk Oblast,0.9615384615384616,0.9807692307692307,1,1,2024-06-22 08:50:44.000000,2025-01-09 12:43:14.000000,212,2421,66,5.0,29.0,1,1,1
134.249.162.125,134.249.162.0,Dnipropetrovsk Oblast,0.9230769230769231,0.9711538461538461,1,1,2024-06-22 08:50:44.000000,2025-01-09 14:43:13.000000,266,2247,66,5.0,28.0,1,1,1
134.249.162.188,134.249.162.0,Dnipropetrovsk Oblast,0.9230769230769231,0.9903846153846154,1,1,2024-06-22 11:51:50.000000,2025-01-09 14:43:13.000000,167,939,66,5.0,28.0,1,1,1
134.249.162.189,134.249.162.0,Dnipropetrovsk Oblast,0.9230769230769231,0.9807692307692307,1,1,2024-06-22 20:51:23.000000,2025-01-09 12:43:14.000000,213,1087,77,5.0,30.0,1,1,1
134.249.162.252,134.249.162.0,Dnipropetrovsk Oblast,1.0,0.9326923076923077,1,1,2024-06-22 13:51:34.000000,2025-01-09 14:43:13.000000,163,1548,107,5.0,27.0,1,1,1
134.249.162.253,134.249.162.0,Dnipropetrovsk Oblast,1.0,0.9326923076923077,1,1,2024-06-22 09:51:24.000000,2025-01-09 13:43:14.000000,74,1593,67,5.0,20.0,1,1,1
134.249.163.124,134.249.163.0,Khmelnytskyi Oblast,1.0,0.9941860465116279,1,1,2024-06-22 08:50:44.000000,2025-01-09 13:43:14.000000,378,2945,86,5.0,22.0,1,1,1
134.249.163.125,134.249.163.0,Khmelnytskyi Oblast,1.0,0.9825581395348837,1,1,2024-06-22 09:51:24.000000,2025-01-09 14:43:13.000000,617,2739,76,5.0,25.0,1,1,1
134.249.163.252,134.249.163.0,Khmelnytskyi Oblast,1.0,0.9709302325581395,1,1,2024-06-22 09:51:24.000000,2025-01-09 13:43:14.000000,189,3350,89,5.0,26.0,1,1,1
134.249.163.253,134.249.163.0,Khmelnytskyi Oblast,1.0,0.9534883720930233,1,1,2024-06-22 08:50:44.000000,2025-01-09 14:43:13.000000,71,3558,86,5.0,18.0,1,1,1
134.249.164.124,134.249.164.0,Zakarpattia Oblast,1.0,0.8888888888888888,1,1,2024-06-22 10:51:22.000000,2025-01-09 14:43:13.000000,468,2366,79,5.0,29.0,1,1,1
134.249.164.125,134.249.164.0,Zakarpattia Oblast,0.8888888888888888,0.9166666666666666,1,1,2024-06-22 08:50:44.000000,2025-01-09 13:43:14.000000,410,2550,57,5.0,26.0,1,1,1
134.249.164.252,134.249.164.0,Zakarpattia Oblast,0.8888888888888888,1.0,1,1,2024-06-22 08:50:44.000000,2025-01-09 14:43:13.000000,369,3183,73,5.0,24.0,1,1,1
134.249.164.253,134.249.164.0,Zakarpattia Oblast,0.8888888888888888,0.9722222222222222,1,1,2024-06-22 09:51:24.000000,2025-01-09 14:43:13.000000,470,3118,90,5.0,28.0,1,1,1
134.249.165.124,134.249.165.0,Odesa Oblast,1.0,0.975,1,1,2024-06-22 09:51:24.000000,2025-01-09 12:43:14.000000,135,2406,77,5.0,32.0,1,1,1
134.249.165.125,134.249.165.0,Odesa Oblast,1.0,0.975,1,1,2024-06-22 08:50:44.000000,2025-01-09 13:43:14.000000,191,2341,80,5.0,32.0,1,1,1
134.249.165.188,134.249.165.0,Chernihiv Oblast,1.0,0.9375,1,1,2024-06-22 09:51:24.000000,2025-01-09 07:44:57.000000,55,1434,76,5.0,29.0,1,1,1
134.249.165.221,134.249.165.0,Chernihiv Oblast,1.0,0.9583333333333334,1,1,2024-06-22 08:50:44.000000,2025-01-09 08:43:53.000000,51,797,63,5.0,19.0,1,1,1
134.249.165.253,134.249.165.0,Poltava Oblast,0.9711538461538461,0.9903846153846154,1,1,2024-06-22 10:51:22.000000,2025-01-09 11:43:14.000000,285,650,69,5.0,26.0,1,1,1
134.249.166.124,134.249.166.0,Kyiv Oblast,0.9696969696969697,0.9848484848484849,1,1,2024-06-22 08:50:44.000000,2025-01-09 12:43:14.000000,209,2650,65,5.0,22.0,1,1,1
134.249.166.125,134.249.166.0,Kyiv Oblast,0.9393939393939394,0.9696969696969697,1,1,2024-06-22 10:51:22.000000,2025-01-09 14:43:13.000000,236,2495,84,5.0,29.0,1,1,1
134.249.166.252,134.249.166.0,Kyiv Oblast,1.0,0.9924242424242424,1,1,2024-06-22 08:50:44.000000,2025-01-09 14:43:13.000000,57,3506,64,5.0,16.0,1,1,1
134.249.170.124,134.249.170.0,Khmelnytskyi Oblast,0.9767441860465116,0.9883720930232558,1,1,2024-06-22 08:50:44.000000,2025-01-09 13:43:14.000000,206,1370,77,5.0,21.0,1,1,1
134.249.170.125,134.249.170.0,Khmelnytskyi Oblast,0.9767441860465116,0.9825581395348837,1,1,2024-06-22 09:51:24.000000,2025-01-09 14:43:13.000000,93,1619,71,5.0,25.0,1,1,1
134.249.170.188,134.249.170.0,Khmelnytskyi Oblast,1.0,0.9651162790697675,1,1,2024-06-22 11:51:50.000000,2025-01-09 10:43:15.000000,132,1576,71,5.0,18.0,1,1,1
134.249.170.189,134.249.170.0,Khmelnytskyi Oblast,0.8837209302325582,0.9186046511627907,1,1,2024-06-22 08:50:44.000000,2025-01-09 14:43:13.000000,80,1541,99,5.0,20.0,1,1,1
134.249.170.252,134.249.170.0,Khmelnytskyi Oblast,0.9534883720930233,0.9825581395348837,1,1,2024-06-22 10:51:22.000000,2025-01-09 14:43:13.000000,268,1649,86,5.0,19.0,1,1,1
134.249.170.253,134.249.170.0,Khmelnytskyi Oblast,0.9767441860465116,0.9767441860465116,1,1,2024-06-22 09:51:24.000000,2025-01-09 13:43:14.000000,105,1728,67,5.0,17.0,1,1,1
